COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
0.0,250.0,0.0,0.0,0.0,0.0
0.0,442.0,12.0,0.0,0.0,14.0
15.0,1868.0,72.0,0.0,0.0,88.0
220.0,9784.0,598.0,72.0,0.0,756.0
400.0,12500.0,778.0,137.0,12.0,1055.0
0.0,360.0,14.0,0.0,0.0,19.0
0.0,680.0,18.0,0.0,0.0,18.0
12.0,2305.0,110.0,0.0,0.0,123.0
242.0,10927.0,762.0,110.0,10.0,911.0
539.0,17558.0,1063.0,250.0,13.0,1373.0
0.0,180.0,0.0,0.0,0.0,0.0
0.0,236.0,0.0,0.0,0.0,0.0
0.0,1031.0,37.0,0.0,0.0,44.0
130.0,6139.0,393.0,45.0,0.0,492.0
263.0,7992.0,620.0,91.0,0.0,800.0
0.0,1226.0,27.0,0.0,0.0,34.0
12.0,2427.0,50.0,0.0,0.0,62.0
104.0,9089.0,367.0,23.0,0.0,448.0
1006.0,43554.0,3147.0,407.0,63.0,3800.0
2523.0,75067.0,6068.0,1067.0,106.0,7620.0
0.0,234.0,11.0,0.0,0.0,13.0
0.0,464.0,0.0,0.0,0.0,12.0
0.0,1565.0,43.0,0.0,0.0,59.0
136.0,6908.0,404.0,56.0,25.0,509.0
383.0,10837.0,642.0,141.0,29.0,912.0
0.0,97.0,0.0,0.0,0.0,0.0
0.0,151.0,0.0,0.0,0.0,0.0
0.0,788.0,16.0,0.0,0.0,18.0
102.0,4353.0,313.0,25.0,0.0,395.0
328.0,9043.0,771.0,114.0,14.0,1005.0
0.0,54.0,0.0,0.0,0.0,0.0
0.0,76.0,0.0,0.0,0.0,0.0
0.0,290.0,0.0,0.0,0.0,0.0
27.0,1637.0,89.0,0.0,0.0,109.0
137.0,2624.0,176.0,45.0,0.0,271.0
0.0,942.0,17.0,0.0,0.0,27.0
0.0,1542.0,33.0,0.0,0.0,39.0
55.0,6219.0,252.0,19.0,0.0,290.0
673.0,34996.0,2406.0,337.0,79.0,2816.0
2109.0,60322.0,4665.0,1015.0,142.0,5891.0
0.0,444.0,10.0,0.0,0.0,16.0
0.0,725.0,15.0,0.0,0.0,17.0
38.0,2726.0,91.0,0.0,0.0,122.0
384.0,15722.0,900.0,149.0,35.0,1169.0
701.0,20139.0,1175.0,244.0,19.0,1655.0
0.0,78.0,0.0,0.0,0.0,0.0
0.0,123.0,0.0,0.0,0.0,0.0
0.0,431.0,0.0,0.0,0.0,10.0
45.0,2386.0,116.0,16.0,0.0,150.0
102.0,4169.0,222.0,46.0,11.0,296.0
0.0,519.0,18.0,0.0,0.0,19.0
0.0,840.0,15.0,0.0,0.0,22.0
14.0,3163.0,76.0,0.0,0.0,101.0
330.0,17381.0,948.0,127.0,11.0,1168.0
882.0,27711.0,1776.0,323.0,57.0,2387.0
0.0,308.0,0.0,0.0,0.0,16.0
0.0,450.0,12.0,0.0,0.0,13.0
11.0,1737.0,75.0,0.0,0.0,85.0
252.0,11017.0,817.0,116.0,30.0,981.0
539.0,16266.0,1087.0,176.0,48.0,1496.0
0.0,91.0,0.0,0.0,0.0,0.0
0.0,143.0,0.0,0.0,0.0,0.0
0.0,601.0,21.0,0.0,0.0,28.0
102.0,4639.0,262.0,23.0,0.0,349.0
306.0,8719.0,503.0,74.0,40.0,773.0
0.0,144.0,0.0,0.0,0.0,0.0
0.0,211.0,0.0,0.0,0.0,0.0
0.0,740.0,13.0,0.0,0.0,17.0
103.0,4361.0,269.0,40.0,11.0,346.0
244.0,7382.0,483.0,75.0,14.0,668.0
0.0,168.0,0.0,0.0,0.0,0.0
0.0,328.0,10.0,0.0,0.0,13.0
16.0,1548.0,78.0,0.0,0.0,98.0
307.0,9114.0,834.0,131.0,14.0,1030.0
645.0,11107.0,1034.0,208.0,33.0,1497.0
0.0,229.0,0.0,0.0,0.0,16.0
0.0,348.0,0.0,0.0,0.0,0.0
13.0,1406.0,29.0,0.0,0.0,44.0
128.0,7418.0,327.0,40.0,0.0,421.0
305.0,9328.0,464.0,98.0,0.0,681.0
0.0,46.0,0.0,0.0,0.0,0.0
0.0,73.0,0.0,0.0,0.0,0.0
0.0,394.0,0.0,0.0,0.0,10.0
66.0,2501.0,167.0,16.0,0.0,218.0
164.0,4496.0,333.0,40.0,30.0,486.0
0.0,261.0,0.0,0.0,0.0,0.0
0.0,399.0,0.0,0.0,0.0,0.0
0.0,1552.0,55.0,0.0,0.0,65.0
217.0,8120.0,532.0,65.0,10.0,696.0
563.0,12747.0,972.0,164.0,27.0,1397.0
0.0,171.0,0.0,0.0,0.0,0.0
0.0,290.0,0.0,0.0,0.0,0.0
14.0,1458.0,46.0,0.0,0.0,64.0
191.0,8637.0,526.0,76.0,23.0,671.0
698.0,16829.0,1226.0,210.0,73.0,1777.0
0.0,410.0,12.0,0.0,0.0,15.0
0.0,593.0,12.0,0.0,0.0,16.0
37.0,2691.0,97.0,0.0,0.0,129.0
371.0,16557.0,1046.0,121.0,56.0,1351.0
991.0,25144.0,1534.0,325.0,80.0,2276.0
0.0,196.0,0.0,0.0,0.0,0.0
0.0,238.0,0.0,0.0,0.0,0.0
13.0,1019.0,29.0,0.0,0.0,45.0
149.0,6835.0,426.0,52.0,11.0,536.0
612.0,13069.0,872.0,158.0,35.0,1359.0
0.0,184.0,0.0,0.0,0.0,0.0
0.0,272.0,0.0,0.0,0.0,0.0
0.0,1048.0,54.0,0.0,0.0,65.0
180.0,5979.0,433.0,63.0,0.0,562.0
323.0,7190.0,593.0,102.0,0.0,826.0
0.0,305.0,0.0,0.0,0.0,10.0
0.0,424.0,10.0,0.0,0.0,14.0
14.0,1689.0,55.0,0.0,0.0,68.0
216.0,10973.0,705.0,95.0,29.0,850.0
518.0,16107.0,1085.0,176.0,45.0,1467.0
0.0,41.0,0.0,0.0,0.0,0.0
0.0,82.0,0.0,0.0,0.0,0.0
0.0,281.0,0.0,0.0,0.0,11.0
24.0,1686.0,91.0,10.0,0.0,119.0
96.0,2787.0,171.0,27.0,0.0,251.0
0.0,97.0,0.0,0.0,0.0,0.0
0.0,98.0,0.0,0.0,0.0,0.0
0.0,395.0,11.0,0.0,0.0,21.0
57.0,2619.0,161.0,12.0,0.0,208.0
233.0,4822.0,362.0,64.0,0.0,543.0
0.0,137.0,0.0,0.0,0.0,0.0
0.0,230.0,0.0,0.0,0.0,11.0
0.0,1041.0,53.0,0.0,0.0,58.0
85.0,5099.0,392.0,55.0,10.0,438.0
187.0,6550.0,544.0,108.0,0.0,637.0
0.0,28.0,0.0,0.0,0.0,0.0
0.0,71.0,0.0,0.0,0.0,0.0
0.0,305.0,0.0,0.0,0.0,0.0
